Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
339.35745,0.6564349,38327.363,0.0004813203,5.456353,30.58483,1.3915052,89867.93,10.290893,1.592095e-09,5.326957,1049194.6,0.0,903954.94,3.4043896e-18,4.6857724e-19
334.03186,41.89305,733486.56,0.0031509711,4.5367823,52711.742,425.45267,743781.75,9.389733,0.00036543448,4.9194508,1047250.44,3.811872e-05,2191912.5,1.8237024e-14,5.2446446e-15
331.82156,0.8710444,3.5125984e-05,0.016739905,4.1913013,1.5923584,0.055620093,700.20844,6.528854,9.2558095e-09,4.8378415,1052378.2,0.0,6.1180463,8.920008e-31,2.4716139e-33
331.33517,0.05421169,1.1233059e-06,0.92149556,3.821154,633.3482,0.30377313,16951.404,6.157693,1.2586688e-19,3.7648458,1051474.9,8.748282e-26,0.007873851,5.773283e-18,6.7272593e-19
330.2616,1.0647489e-16,4528.331,0.0,4.0846376,3031.7964,4.673249e-21,63433.047,1.9198527,50.118027,5.002314,1062457.6,0.0,1.3353833e-12,4.3062096e-34,1.703696e-35
325.54483,7.66872e-05,2096.0378,0.000118385586,4.839513,0.019214962,0.00017361678,15946.633,10.828812,2.1510131e-09,5.0473924,1056704.2,0.00640606,86895.12,1.5865936e-16,6.3588815e-17
332.99152,0.0060242396,4.549359e-06,1.3143532,3.9733117,3231.207,0.5583078,26945.488,6.3542995,6.0157617e-17,2.9195876,1050778.9,0.0,0.0003558972,1.0083438e-21,3.5028403e-23
323.57184,5.8973646e-06,8.893747e-14,0.01103678,5.2204576,4.6992063e-05,1.4619782e-07,1552.3363,9.698228,1.5623099e-18,2.6292489,1053878.5,32905.79,3.127657e-06,6.307084e-14,2.4086283e-14
334.19626,0.00011076119,164.26334,4.375846,3.9550636,6.249063e-05,1.0721476e-06,63311.26,5.95005,7.34584e-09,5.0076866,1051833.4,32847.82,8549.073,1.5984704e-12,8.22968e-13
331.98584,9.075459e-06,1.0911881e-10,1.7066278e-10,4.0996876,1.2280797e-05,2.690961e-06,974.62964,5.8841324,1.167402e-16,1.9817754,1051454.0,0.0,5.545051e-11,9.540951e-21,3.9618273e-22
332.24768,2.0989782e-07,0.20993616,4.8349824,3.7995744,3.510768e-08,3.6253198e-10,99144.32,6.009745,6.0973764e-09,5.0050073,1052763.4,32861.73,19.84854,3.8752476e-13,1.390004e-13
334.06442,129.91663,68.98577,0.007975754,9.195681,12907.439,745.6579,6795.4604,8.116046,9.314633e-22,7.197462,1050104.0,0.0,41.000988,1.1331118e-26,1.2368919e-28
317.35294,0.0016754061,2074.1804,0.0009537316,5.22061,0.117513895,0.0026726937,17921.637,10.969262,0.00017306718,5.0629587,1053634.8,33349.4,430282.06,7.74198e-15,4.3032463e-15
333.14883,0.02668015,7.199847e-07,1.7535896,4.1573405,515.6028,0.019392623,90.10967,6.394985,3.610902e-24,3.0893805,1050819.5,0.0,0.0002216439,1.5189362e-31,3.6211882e-34
327.32175,0.95022655,1.3552212e-10,7.573173e-07,5.531061,5.2621334e-07,0.010963595,3.6602043e-05,9.262803,0.0,4.9542007,3544.909,0.0,2.109536e-10,0.0,0.0
329.3149,0.19890496,68115.54,0.071131274,5.4126587,4.7896447,0.18988149,128168.945,10.502604,0.00016593628,5.0269966,1050719.9,33011.867,2670577.8,7.641699e-13,3.975729e-13
330.92462,259.26425,9.656049e-05,0.01600175,7.5065484,1606.6233,359.31244,34.382328,7.3021336,1.5273339e-36,3.4103928,1054819.6,0.0,2.3192631e-07,4.2267472e-38,0.0
342.9126,0.015117981,2.0865166,0.32939032,5.399213,1.1532173,0.008511399,57136.47,9.311162,1.4090452e-12,3.9290206,1048207.6,32853.65,5022.3047,2.801466e-13,1.6848429e-13
331.60056,0.00021890992,1.8106137e-07,1.5095798,4.1944833,177.39069,0.0008553285,1088.7184,6.3530207,4.537738e-14,3.019455,1052495.9,0.0,0.00046226024,3.2043005e-22,8.21812e-24
328.47162,46584.375,0.0700542,0.00027278313,5.1916842,331.07773,1098.2831,406.1703,12.542525,0.0,11.761505,1051290.5,0.0,2.3747723e-05,0.0,0.0
330.42044,0.011438256,5236.113,0.021846008,5.1647186,0.5160409,0.008190439,33680.363,10.28843,2.5693902e-07,5.028409,1051505.8,33090.16,556500.56,1.06462555e-13,7.212181e-14
335.13217,0.7582733,6.379788e-05,0.41949517,3.9146926,8408.891,0.44451177,1753.4749,6.113733,9.4181254e-18,3.0933895,1050317.1,0.0,0.015587179,1.3629624e-25,1.3893555e-27
323.87338,1.120867,0.18078,5.2044998e-05,4.174747,1419.4056,3.1968975,208695.05,7.084569,7.789012e-10,2.6803012,1052650.6,4.356016e-25,4.53283,5.908392e-17,8.423952e-18
333.50845,1.3752441,6.071557,0.0035635165,4.3289566,7.087039,11.172281,222011.72,8.41582,9.923993,5.04345,1049197.4,0.0,15889.247,5.0966777e-24,9.5606373e-26
333.55136,5.825657e-06,6.7042513,6.4568146e-16,3.9933066,35.741875,4.590362e-08,160856.3,1.8389711,50.568928,7.491488,1065229.8,0.0,0.21893044,1.2100475e-28,5.9971852e-30
331.58456,3.0178715e-05,0.00010441514,0.00016146923,4.1403995,8.098934,0.0003652294,6329.871,5.529986,12.3514185,3.849683,1048035.75,8.689959e-22,1318.6952,8.358966e-19,1.0738526e-19
330.94907,2.3259106,24975.104,0.00020838357,4.731354,9.948378,12.3570385,122979.11,10.229301,2.7258827e-15,6.3724976,1052011.0,0.0,14951.688,9.009151e-25,2.7071528e-26
334.93716,0.005468908,0.007192752,2.6767623e-06,4.266359,204.28372,0.0028508473,112142.875,2.8948658,50.207726,2.8123074,1055070.9,1.2430264e-24,157.04219,6.8763436e-19,2.4477334e-19
333.1958,1.7105922,7.667462e-06,0.11187898,3.7923257,61.533028,0.81473976,214.75252,4.6719556,4.3584526e-25,4.920887,1052727.8,0.0,0.0011904642,2.0558516e-33,3.210689e-36
329.86365,54.580925,0.6325362,0.07626207,4.598783,55665.223,498.74356,48842.918,9.12407,9.479231e-23,6.247451,1053717.2,0.0,2.3444092,1.0805843e-25,1.7577641e-27
333.95312,0.8129315,1.809842e-05,5.6904197,4.1790347,344797.16,0.8717771,222.95657,6.456588,4.195364e-28,3.270699,1049633.2,0.0,0.00022460845,3.869112e-27,2.5137612e-29
330.45044,5.1904608e-05,1.2466841e-11,8.608112e-05,5.019255,0.0031156424,9.096006e-07,1919.611,9.39496,1.1237219e-14,2.9604216,1059687.4,32690.492,1.2530701e-05,1.577702e-14,1.2418224e-14
332.86362,12.739354,1.1322808e-05,0.011276486,4.765802,0.8693276,1.4548568,275.53265,8.823468,1.0390034e-14,6.468039,1051232.9,0.0,6.2876325,3.735396e-34,5.677156e-37
333.4545,0.006501281,1.6899146e-05,0.0269957,3.5065598,3.124258,0.0865075,22371.533,5.088185,8.044209e-09,4.2053556,1052075.9,0.0,1.6086771,4.380213e-21,2.1839848e-22
333.08704,0.0019885204,2.2759457e-06,0.6900859,4.0219226,552.2571,0.003195966,439.9056,6.066448,1.0580251e-15,3.1821997,1052972.2,0.0,0.0043479805,1.9193532e-24,3.2651877e-26
333.28125,999.92285,0.09998979,0.052501168,4.8913155,10018.974,836.386,2244.8025,8.093035,3.1254634e-32,5.826675,1051713.0,0.0,0.0004693204,4.4610514e-37,0.0
338.14258,0.00013950211,0.15244731,2.0035223e-13,4.5548124,13.285183,1.6756367e-06,16954.152,6.061949,0.013828127,6.21568,1045736.3,32215.47,0.0016453099,1.3613424e-16,8.032463e-17
322.62708,1.7139065e-08,0.0,6.445069,8.572984,3577.3496,0.022263072,6.0238814e-20,5.638707,0.0,2.9177938,7.642429e-20,0.0,0.0,0.0,0.0
328.9934,86.215256,0.0008092856,0.0002331454,4.7943196,0.01244885,5.8689466,7897.0674,7.2703376,2.9938158e-10,6.838781,1053324.4,0.0,0.92828417,1.3085762e-38,0.0
332.6331,1.5021163e-07,5.64257e-13,1.3118128e-14,4.035532,6.264442e-10,2.0091017e-08,1375.6503,5.7691607,3.2699408e-16,1.9811568,1052195.1,2.8926923e-17,2.2588329e-14,2.7083398e-19,1.8987986e-20
336.19818,1016.39703,7.886508e-06,0.035316505,10.1646,420.24365,43.784946,1.0439808,6.6599336,0.0,5.6428456,1049308.9,0.0,2.4761926e-05,0.0,0.0
324.9091,0.00091534894,1397.018,0.1430477,4.6922994,0.0053813765,0.00017477135,18832.518,7.4518847,1.1808384e-05,5.015859,1051508.2,32850.11,571895.25,6.310011e-13,4.221797e-13
355.90884,5.1773543e-07,155.50464,5.0993436e-26,4.2992005,0.89972794,1.1565849e-09,131.30905,8.101638,14.818119,4.0491076,74981.64,33800.76,0.00068119075,1.923145e-21,4.16376e-22
330.40543,0.00024358179,1.2779266e-22,0.024990309,7.150398,36.0064,2.311325,5.0287387e-08,6.577804,1.0945573e-06,2.9754906,669816.44,0.0,2.7387627e-13,1.7623314e-25,3.9986828e-27
331.21854,8.013882e-05,3.0956605e-06,3.2284038e-06,4.1788526,0.12633711,3.894079e-05,1102.3251,5.9769435,2.2023843e-05,1.9745755,1051353.2,2.5571299e-24,0.00019152691,4.06294e-19,2.4129295e-20
334.62415,0.026516689,0.0014329856,0.0019427311,4.0080776,6.86458,0.11400665,30478.994,5.850253,10.843429,4.646757,1051491.1,0.0,832.35254,8.624389e-23,2.507619e-24
330.41946,1.5873275e-05,50.072384,2.6364195e-17,4.003961,377.63882,9.389143e-08,157129.19,1.9136244,50.270985,4.976746,1057029.9,0.0,0.00014213377,4.004306e-24,4.9463536e-25
333.71527,0.017126372,1.1399774e-06,1.3572646,3.8576307,678.89594,0.3652662,25616.738,6.2565846,5.979418e-21,3.711966,1048173.6,5.0895196e-30,0.0012296037,5.5604394e-19,4.133285e-20
332.82205,0.01902287,0.0021397942,0.022733115,4.0816073,9.456359,0.0071417987,5492.109,6.444027,7.243793,4.6090574,1051692.2,0.0,111.03869,1.20669016e-23,2.149917e-25
334.4342,0.012506379,4.3867445e-08,5.313635,4.184065,2975.8762,0.0063316044,84.8878,6.3865857,1.1061227e-22,3.0326765,1050850.5,0.0,4.955742e-05,3.842946e-26,4.255778e-28
330.99167,0.00044085347,0.00020251621,0.002583483,3.9276776,1.0074341,0.00019434668,943.2738,6.3716,8.344019,3.492862,1051892.1,0.0,18.19491,1.2163777e-22,3.2479733e-24
338.07187,0.047915805,76113.09,0.0020791322,4.9172077,6.3620324,0.1372942,136560.56,10.335491,6.173262e-06,5.0220203,1047603.9,33061.11,1450989.1,2.46335e-14,1.1656367e-14
332.93448,0.0027574245,2.6458986e-07,2.2450728,4.2175856,375.5339,0.0042243274,536.773,6.394072,5.592673e-17,3.0530972,1053045.0,0.0,0.00040150454,2.2606882e-24,3.845967e-26
332.85132,0.122746,2.3927401e-05,1.4398841,4.2956777,71637.38,3.0604842,1915.6829,6.556384,3.8596225e-25,2.9698458,1052001.1,0.0,0.00034558156,3.2253414e-24,6.853144e-26
326.65973,11.566793,228.04091,0.0056959824,4.4535775,23857.111,116.91942,203938.05,8.46975,6.870923e-17,5.468838,1050723.2,0.0,1153.6722,1.4798185e-20,5.8909583e-22
329.30026,7.842508e-06,6.192666,4.7843256,3.8642092,2.55238e-06,3.924398e-08,91635.695,5.984415,3.759481e-09,5.0103974,1053407.4,32801.16,381.4177,6.8099427e-13,2.964632e-13
332.24106,168.00053,0.00021611215,0.04244642,5.0211377,661.4708,21.803661,61.92837,9.499167,1.0018727e-34,6.303877,1052059.9,0.0,0.0001575881,0.0,0.0
317.14386,5.2908767e-08,0.0,0.06542361,8.914728,102.5015,0.0015986164,3.023458e-19,7.201592,0.0,3.0238829,1.4453076e-19,0.0,0.0,0.0,0.0
331.6398,19.757874,0.00038864554,0.34329358,4.1836076,620.1553,59.376442,17186.332,7.594303,2.3705049e-28,4.704627,1052534.2,0.0,0.017496847,1.7757783e-28,1.8524207e-30
324.56668,2.813161e-07,0.0,3.6079233,10.16355,3415.2083,1.616957,2.5664837e-12,6.6109443,2.6593289e-36,2.9575038,123.390434,0.0,5.677677e-25,1.9785182e-34,1.4647263e-37
328.4452,7.6140715e-15,2.7097267e-09,4.6531273e-12,5.8158517,1.6624153e-17,1.6526823e-20,98345.164,8.295179,1.909066e-15,9.741619,1055127.2,32860.516,5.2396354e-07,1.3491146e-14,9.763022e-16
333.91428,0.14196861,9.934453e-07,5.8587155,4.1938148,32888.06,0.1819342,269.87042,6.4662576,1.336499e-24,3.0923414,1053592.2,0.0,0.000113200535,3.3178076e-27,2.750147e-29
328.68152,67.534195,1.7600855,0.022540893,5.422458,24087.3,652.9379,22285.3,10.9903755,1.6200862e-22,7.4183054,1052506.5,0.0,0.6968007,5.0111802e-30,2.0382903e-32
332.68472,9.403772,5.2482633e-08,0.39151153,4.9947696,27510.826,725.9839,13.887721,7.831793,1.8717242e-33,2.9129004,1053269.0,0.0,3.152942e-08,5.4942177e-32,9.872775e-35
329.05942,151.67947,6.9801803,0.00846656,6.541953,3357.7039,171.24803,2009.0923,11.009438,1.0318969e-30,11.050348,1051796.6,0.0,0.012494157,9.2201776e-36,9.165773e-39
331.52148,2.3909206,0.004120189,0.023445861,5.3876524,335.0823,17.009104,9853.426,10.207692,1.3769553e-28,5.6695695,1054309.5,0.0,0.009498602,7.1305495e-33,1.7133941e-35
333.06497,0.00022496116,7.536478e-09,2.968323e-07,4.118487,0.014173415,6.968811e-05,932.35913,5.9431596,8.052032e-18,1.9704541,1052114.0,0.0,1.31606255e-08,5.790147e-21,2.3688488e-22
332.06976,0.00039837442,4.7970643,1.6694628e-08,3.862955,5.5523562,6.704602e-05,2953.3237,2.5816033,22.1332,3.4851315,3.500281e-05,8.667099e-26,1.5304323,3.1865194e-20,4.6690666e-21
331.98645,3.4308225e-05,2.105957e-14,1.4367254e-05,4.176071,0.0019632017,1.0016572e-05,294.8212,6.1098614,1.5788919e-28,1.9640629,1051480.8,0.0,5.544498e-12,8.256685e-22,3.490715e-23
333.36078,0.00022139704,0.0016013363,1.1812552e-08,4.3397746,0.7603772,6.41571e-05,1112.299,6.2078857,11.275562,1.9231856,1050364.2,3.780971e-14,0.019271215,9.8502884e-18,9.355422e-19
327.6717,65.20033,1233055.4,0.0005351899,4.4587564,10320.775,447.12375,704633.4,9.5618515,1.2580081e-05,5.53555,1051051.8,0.0,1828068.9,2.4274914e-18,1.9051334e-19
331.05084,0.0001519202,126.77235,5.92885,3.9098992,0.00013847133,1.96655e-06,80151.31,5.9767933,4.373744e-09,5.0151377,1052443.8,32870.605,4737.8174,1.6466182e-12,7.575812e-13
332.10373,0.01344644,0.01569523,1.0261177e-05,4.101473,1296.6377,0.0070691835,11791.368,5.138432,13.579916,3.1414123,1054810.9,1.81761e-11,75.713295,1.147726e-16,2.9386673e-17
335.53708,0.59160364,3.076385e-05,0.0002472894,4.0879345,0.005847102,0.052233998,22094.98,6.7892165,3.1924303,4.999884,1054904.2,0.0,54.843098,3.7691965e-31,1.4886582e-33
320.40765,0.0006848955,0.04091139,0.00044863732,4.6227846,0.4044307,0.000567783,3092.616,13.243115,2.0823494e-09,17.296022,1063896.0,19898.686,0.0067208363,9.771518e-16,1.9629443e-16
333.0051,0.59323186,0.01079418,0.09285442,4.8167577,67557.26,28.388779,57956.59,9.9109125,1.217288e-10,5.2251315,1049867.9,0.0,15.243967,7.199474e-20,4.0831186e-21
323.82553,0.004235325,226.90979,0.17081158,3.856399,1.206424,0.0030123072,5959.579,6.6555495,2.620188e-06,8.831823,1053924.0,4.1288815,1717.59,1.8884881e-15,3.9674356e-16
332.35458,0.004248205,0.004854464,0.07950612,3.9244752,22.774366,0.00397416,4054.0664,6.1454096,0.5185377,4.219301,1051920.1,0.0,103.16281,4.1880554e-21,1.447761e-22
332.37094,1.1742489e-07,1.3809749e-11,2.5783013e-13,4.116698,6.5754837e-09,9.182702e-09,498.86838,5.789398,1.835083e-08,1.973517,1052241.9,5.1761575e-16,2.4774323e-11,3.2761163e-19,2.1292322e-20
334.0341,0.011756256,2.3044333e-07,3.970434,4.16653,1082.5182,0.013140237,46.340702,6.4057674,2.2944038e-26,3.0462184,1051861.8,0.0,2.3895847e-05,6.362701e-29,4.3715436e-31
337.95032,0.83490455,41749.883,0.0068497444,4.741868,569.7914,4.693577,442090.78,9.007186,1.1000832e-05,4.142478,1048067.75,32790.484,977945.3,7.4253266e-14,3.1144233e-14
335.49677,2.232284,1088196.2,0.0011579179,4.810397,1199.6183,15.289787,314068.44,10.164377,2.144602e-05,5.2947335,1048848.9,0.005586388,2520522.2,6.3534324e-15,2.1897153e-15
331.39566,0.0369588,1.2285027e-05,0.8564769,4.0643067,10730.289,0.03600286,858.0316,6.1970153,3.077182e-18,3.1506667,1052855.8,0.0,0.004051241,3.6378766e-24,5.3626425e-26
333.77493,0.38223547,9.728126e-05,2.5236747,4.233621,35572.367,0.62556374,375.53345,6.8192387,5.4514474e-22,4.030605,1049699.6,0.0,0.0077778143,1.884319e-25,2.990149e-27
325.79266,0.0024432547,3569.1123,0.6324249,4.380682,0.008203615,0.00021843107,23832.98,6.8555655,1.4615448e-07,5.0209537,1053463.9,32880.223,637944.7,1.3565628e-12,9.172855e-13
331.5099,0.002257974,6.0957086e-06,0.07264483,4.079809,154.19263,0.0019953891,1936.37,5.9701424,2.5814273e-09,2.631729,1052852.0,0.0,0.005117538,2.6292495e-21,1.0049525e-22
337.25674,416.38898,0.0030281965,0.0060753003,5.579548,327.28265,77.767265,2731.2854,9.622376,2.6552798e-32,6.4182386,1046760.1,0.0,0.00047671935,1.1027811e-38,0.0
335.21494,0.0058531202,295.9571,2.3488047e-14,3.7391913,6469.413,5.0942916e-05,138694.3,2.1301453,0.35516715,6.1099205,1059412.9,1.4044869e-33,0.02764695,1.260883e-21,2.8299866e-22
333.15515,1.72352e-06,7.07675e-12,8.508501e-10,4.159319,1.4423355e-06,4.0256256e-07,567.9911,5.94428,1.0637713e-16,1.9870491,1052236.5,0.0,2.6305416e-11,1.760306e-21,6.0769805e-23
334.68115,0.018748965,0.042838883,0.00013413386,4.2449036,2.249722,0.024073409,165648.84,2.8737333,50.037975,4.562235,1063014.6,0.0,2295.71,2.1855538e-20,5.2016114e-21
332.81982,0.0058434377,1.677088e-07,1.3486806,4.1937556,1131.8022,0.0038719755,275.90662,6.54434,3.8038773e-16,3.048647,1051630.0,0.0,0.0006550436,3.1243436e-24,5.2830483e-26
334.31995,0.005238584,6.9197984,2.9921484e-13,4.088297,7950.4004,2.072691e-05,67383.266,3.2496924,1.140973,2.7668004,1051422.1,0.0,0.0014331447,2.9815712e-20,6.780998e-21
327.35767,0.012493292,4.9257987e-06,2.0851964e-07,4.2503967,0.81521505,0.019135753,5055.2896,6.339208,1.1302641e-16,2.2152948,1051384.2,3.5168988e-26,6.664379e-06,7.284374e-18,1.0027374e-18
332.27097,0.0583766,21965.836,0.6423926,4.917354,0.36015224,0.012164771,97422.71,9.007742,2.8214843e-05,5.0033464,1050721.9,32854.707,1035772.8,3.9646446e-12,2.4548209e-12
334.90958,0.0061409716,3629.707,0.0049273097,4.233345,0.9148069,0.007204529,7857.5493,2.8529983,0.7569591,8.157258,1048243.6,0.0,198271.17,1.6681118e-22,9.8015305e-24
333.0763,0.0013800927,7.18574e-08,0.011990267,4.27919,13.278065,0.00088945345,300.16162,6.2931795,1.3743024e-17,1.9997315,1051108.6,0.0,1.46682705e-05,6.3207267e-22,2.1552811e-23
331.59866,29.480951,12.440785,0.04219075,4.301082,56845.598,280.80457,154732.6,8.364361,6.49657e-20,4.91786,1052759.6,0.0,106.12071,3.3373406e-21,2.0055596e-22
319.93875,1.1763394e-05,401.82532,0.0012965245,5.194467,3.6769434e-05,4.732739e-06,4397.3354,10.131677,1.0025618e-06,5.019518,1055627.9,32946.016,59625.426,4.2205615e-15,2.5131847e-15
335.22253,0.002875428,1.5590986e-05,0.23726648,3.917413,206.9983,0.0069352174,490.492,5.54286,1.201853e-15,3.4121137,1052108.1,0.0,0.018392475,1.8852455e-26,1.7186895e-28
335.694,0.0006188648,2.4605988e-05,8.0875594e-05,3.99828,0.010952198,0.002269463,14248.385,5.658255,11.175175,4.5805335,1051277.1,0.0,258.99585,8.9533026e-26,1.8500225e-27
